age, workclass, fnlwgt, education, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, Income-category
49, Private,255466, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
40, State-gov,59460, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
27, Local-gov,229223, Some-college,10, Never-married, Protective-serv, Own-child, White, Female,0,0,40, United-States, >50K
19, ?,140399, Some-college,10, Never-married, ?, Other-relative, White, Female,0,0,30, United-States, <=50K
60, Private,187124, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
30, Private,56121, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private,224954, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc,137547, Prof-school,15, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,27828,0,40, Philippines, >50K
30, Private,280927, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Private,35520, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,42, United-States, <=50K
39, Self-emp-not-inc,188571, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
38, Private,173968, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
27, Private,263614, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
52, Private,199688, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
38, Private,257416, 9th,5, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
60, Federal-gov,404023, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,10520,0,40, United-States, >50K
20, Private,41432, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,46, United-States, <=50K
40, Private,111067, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,80, United-States, >50K
37, Local-gov,365430, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Canada, >50K
62, Private,201928, HS-grad,9, Widowed, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
36, Private,180686, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
37, Private,181705, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private,334026, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0,0,25, United-States, <=50K
40, Private,346847, Assoc-voc,11, Separated, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K
44, State-gov,165108, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
40, Private,125461, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,42, United-States, <=50K
24, Private,213977, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private,109209, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
22, Private,107882, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,35, United-States, <=50K
34, Private,182274, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1887,40, United-States, >50K
39, Private,278187, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
42, Private,341204, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, White, Female,8614,0,40, United-States, >50K
33, Private,41610, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
19, State-gov,156294, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, United-States, <=50K
42, ?,137390, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
73, ?,123345, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,65, United-States, <=50K
44, Local-gov,100479, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, <=50K
26, Self-emp-not-inc,137795, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
55, Private,170169, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Self-emp-inc,37869, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
42, Private,183319, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
19, Private,298891, 11th,7, Never-married, Sales, Not-in-family, White, Female,0,0,40, Honduras, <=50K
29, Private,146949, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,43, United-States, <=50K
28, Private,64940, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
25, Private,252752, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Private,173796, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,40, United-States, >50K
21, Private,201603, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,2176,0,40, United-States, <=50K
19, Private,235849, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,35, United-States, <=50K
33, Private,182423, HS-grad,9, Divorced, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
31, State-gov,263000, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,38, United-States, <=50K
38, Private,189404, HS-grad,9, Married-spouse-abs, Other-service, Not-in-family, White, Male,0,0,35, ?, <=50K
46, Private,169324, HS-grad,9, Separated, Other-service, Not-in-family, Black, Female,0,0,45, Jamaica, <=50K
32, Private,326283, Bachelors,13, Never-married, Other-service, Unmarried, Other, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc,141807, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
59, Private,169982, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2002,50, United-States, <=50K
36, Federal-gov,67317, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
46, Private,364548, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
30, Private,149184, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
25, Private,171236, HS-grad,9, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
46, Local-gov,165484, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States, >50K
41, Private,206139, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
23, Private,111450, Some-college,10, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,22, United-States, <=50K
24, Private,112459, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
62, Private,143312, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,0,0,60, United-States, <=50K
59, Private,348430, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,43, United-States, >50K
48, Private,94342, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, <=50K
36, Private,185607, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
27, Local-gov,209109, Masters,14, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
25, Self-emp-not-inc,21472, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,22, United-States, <=50K
48, Federal-gov,205707, Masters,14, Married-spouse-abs, Exec-managerial, Not-in-family, White, Female,10520,0,50, United-States, >50K
18, Private,106780, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
59, Local-gov,102442, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States, >50K
32, Local-gov,240979, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
42, Self-emp-inc,161532, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, United-States, <=50K
20, Private,137300, Assoc-voc,11, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private,155659, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
24, Private,186495, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,32, United-States, <=50K
45, Private,77927, Bachelors,13, Widowed, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
34, Private,193036, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, >50K
31, Private,364657, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Germany, >50K
43, Federal-gov,222756, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private,184378, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private,231180, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
30, Private,337908, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,20, United-States, <=50K
43, Local-gov,209544, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,10520,0,50, United-States, >50K
35, Private,200445, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,1974,40, United-States, <=50K
44, Private,120277, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, Italy, >50K
67, Private,397831, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1539,40, United-States, <=50K
26, Local-gov,208122, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,1055,0,40, United-States, <=50K
31, Private,269654, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,48, United-States, <=50K
33, Self-emp-not-inc,203784, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,62, United-States, <=50K
32, Private,226883, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
58, Local-gov,160586, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
61, Private,122246, 12th,8, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
31, Federal-gov,381645, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private,101192, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private,159255, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
46, Private,251786, 1st-4th,2, Separated, Other-service, Not-in-family, White, Female,0,0,40, Mexico, <=50K
24, Private,437666, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2885,0,50, United-States, <=50K
39, Private,261504, 12th,8, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private,209538, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private,174789, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,50, United-States, <=50K
26, Private,199143, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
57, Private,124771, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private,259510, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,30, United-States, <=50K
29, Private,130045, 7th-8th,4, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
35, Private,196491, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Self-emp-inc,343872, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,35, Haiti, <=50K
44, Private,169397, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
21, Private,195248, Some-college,10, Never-married, Sales, Own-child, Other, Female,0,0,20, United-States, <=50K
52, Private,217663, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
17, ?,659273, 11th,7, Never-married, ?, Own-child, Black, Female,0,0,40, Trinadad&Tobago, <=50K
32, Private,71540, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private,104748, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
24, Private,194630, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,35, United-States, <=50K
51, Private,37237, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States, >50K
22, Private,305498, HS-grad,9, Divorced, Sales, Own-child, White, Female,0,0,33, United-States, <=50K
24, Private,236696, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
45, Private,201699, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
37, Private,126011, Assoc-voc,11, Divorced, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private,158615, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc,338320, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
62, Without-pay,159908, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,16, United-States, <=50K
38, Private,108140, Bachelors,13, Divorced, Tech-support, Other-relative, White, Male,0,0,40, United-States, <=50K
34, Private,295855, 11th,7, Divorced, Other-service, Not-in-family, White, Female,0,0,70, United-States, <=50K
48, Self-emp-not-inc,265477, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
31, Private,153078, Assoc-acdm,12, Never-married, Craft-repair, Own-child, Other, Male,0,0,50, United-States, <=50K
34, ?,93834, HS-grad,9, Separated, ?, Own-child, White, Female,0,0,8, United-States, <=50K
31, Private,451744, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
17, Private,175465, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,14, United-States, <=50K
55, Private,70088, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Federal-gov,80057, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Germany, >50K
46, Private,104632, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
17, Private,108402, 10th,6, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
62, Local-gov,159908, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1258,38, United-States, <=50K
49, Self-emp-inc,315998, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
39, Private,358753, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States, >50K
55, Local-gov,168790, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,44, United-States, <=50K
22, Private,226508, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,50, United-States, <=50K
20, Private,382153, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
50, Private,400630, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States, >50K
21, Private,30619, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,38, United-States, <=50K
22, Private,160120, 10th,6, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
51, Self-emp-not-inc,186845, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,8, United-States, <=50K
61, Federal-gov,229062, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1887,40, United-States, >50K
48, Self-emp-not-inc,104790, 11th,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
30, State-gov,137613, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,20, Taiwan, <=50K
38, Private,412296, HS-grad,9, Divorced, Craft-repair, Own-child, White, Male,0,0,28, United-States, <=50K
25, Private,230292, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private,145714, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, ?, >50K
71, ?,52171, 7th-8th,4, Divorced, ?, Unmarried, White, Male,0,0,45, United-States, <=50K
45, Private,174426, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private,134367, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1977,24, United-States, >50K
58, Private,343957, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
80, Self-emp-not-inc,184335, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, <=50K
28, State-gov,155397, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States, <=50K
18, Private,51789, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
26, Private,188767, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc,118267, Assoc-acdm,12, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
20, Private,381357, 9th,5, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,28, United-States, <=50K
30, Local-gov,303485, Some-college,10, Never-married, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, <=50K
33, Private,240979, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
69, ?,148694, HS-grad,9, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private,40000, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,4064,0,44, United-States, <=50K
25, Private,141706, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, ?,428584, HS-grad,9, Married-civ-spouse, ?, Wife, Black, Female,3464,0,20, United-States, <=50K
49, Private,98010, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
22, Private,147227, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
23, Private,378460, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
54, Private,123374, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
71, Private,187493, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
39, Local-gov,203482, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
60, Private,31577, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
32, Private,317219, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,1590,40, United-States, <=50K
21, Private,399022, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,24, United-States, <=50K
40, Private,286750, 11th,7, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,36, United-States, <=50K
56, Local-gov,212864, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
39, Private,297449, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
56, Local-gov,52953, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Female,0,1669,38, United-States, <=50K
28, Private,176972, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
38, Private,195686, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
21, Private,221418, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
24, Self-emp-not-inc,166036, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
25, ?,170428, Bachelors,13, Never-married, ?, Not-in-family, Asian-Pac-Islander, Male,0,0,28, Taiwan, <=50K
27, Private,233421, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
56, Private,190257, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
23, Private,205653, Bachelors,13, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
34, Self-emp-not-inc,179673, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,60, United-States, >50K
40, Private,221172, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
48, Self-emp-not-inc,52240, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,25, United-States, >50K
37, Private,170718, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-inc,191196, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, ?, >50K
35, Private,64922, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,50, United-States, >50K
41, Private,216116, HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, ?, <=50K
23, Private,160398, Some-college,10, Married-spouse-abs, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private,505980, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private,199031, Some-college,10, Divorced, Transport-moving, Own-child, White, Male,0,1380,40, United-States, <=50K
19, Private,574271, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
37, Private,192939, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
52, Private,224198, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,48, United-States, <=50K
25, Private,272428, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,4416,0,42, United-States, <=50K
27, Private,167405, HS-grad,9, Married-spouse-abs, Farming-fishing, Own-child, White, Female,0,0,40, Mexico, <=50K
31, Private,168521, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private,146325, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, >50K
78, Self-emp-not-inc,82815, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,3, United-States, >50K
45, Private,253116, 10th,6, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
43, Private,69758, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Local-gov,127772, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
58, Private,142924, Masters,14, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,24, United-States, >50K
63, Private,196725, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
29, Private,194197, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private,250967, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
68, ?,286869, 7th-8th,4, Widowed, ?, Not-in-family, White, Female,0,1668,40, ?, <=50K
42, Private,226902, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
19, ?,137578, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,16, United-States, <=50K
30, Private,230224, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States, >50K
57, Private,361324, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc,120781, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Other, Male,99999,0,70, India, >50K
36, Private,226013, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,5178,0,40, United-States, >50K
34, Private,483777, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
46, Private,456062, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,55, United-States, >50K
17, Private,93235, 12th,8, Never-married, Other-service, Own-child, White, Female,0,1721,25, United-States, <=50K
54, Self-emp-inc,146574, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private,123157, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,0,0,38, United-States, <=50K
22, Private,230574, 10th,6, Never-married, Transport-moving, Own-child, White, Male,0,0,25, United-States, <=50K
70, Self-emp-inc,272896, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
73, Self-emp-inc,80986, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
27, Private,271714, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
51, Private,172281, Bachelors,13, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private,93106, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private,86332, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,4064,0,55, United-States, <=50K
80, Private,173488, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
30, Private,125762, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,30, United-States, <=50K
25, Private,259688, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
22, ?,31102, Some-college,10, Never-married, ?, Own-child, Asian-Pac-Islander, Female,0,0,4, South, <=50K
49, Self-emp-not-inc,349986, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
59, Local-gov,176118, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
35, State-gov,126569, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
20, ?,99891, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,30, United-States, <=50K
46, Private,130779, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
26, Private,104045, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
39, State-gov,235379, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private,223342, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,1504,35, United-States, <=50K
41, Private,424478, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, United-States, >50K
