age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income,native-region
48,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,Low,Low,Low,<=50K,South_America
20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,Low,Low,Low,<=50K,North_America
64,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,Low,Medium,High,>50K,North_America
47,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,Medium,<=50K,Central_America
44,Federal-gov,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Black,Female,Low,Low,Medium,<=50K,North_America
45,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,Low,Low,High,<=50K,North_America
45,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,Medium,Low,Medium,>50K,North_America
45,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,Low,>50K,North_America
27,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,Low,Low,Medium,<=50K,North_America
41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,High,>50K,North_America
20,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,Low,Low,High,<=50K,North_America
17,Private,10th,6,Never-married,Other-service,Own-child,White,Female,Low,Low,Low,<=50K,North_America
50,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,Medium,>50K,North_America
31,State-gov,Masters,14,Never-married,Tech-support,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
49,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,Low,Low,Low,<=50K,North_America
44,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,Low,Medium,<=50K,North_America
49,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,Low,Low,High,<=50K,North_America
28,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,Low,Low,High,<=50K,North_America
43,Local-gov,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,Medium,Low,High,>50K,North_America
33,Private,Assoc-acdm,12,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,Low,Low,Medium,<=50K,North_America
35,Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,Black,Female,Low,Low,High,<=50K,North_America
41,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,Low,Low,Medium,<=50K,North_America
30,Private,Masters,14,Never-married,Tech-support,Unmarried,White,Male,Low,Low,Medium,<=50K,Central_America
48,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,Low,Low,High,>50K,Asia_East
61,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,Low,Low,<=50K,North_America
41,Private,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
36,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,Low,Low,High,<=50K,North_America
24,Local-gov,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
27,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,Low,Low,Medium,<=50K,North_America
18,Private,11th,7,Never-married,Prof-specialty,Own-child,White,Female,Low,Low,Low,<=50K,North_America
18,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,Low,Low,Low,<=50K,North_America
43,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Medium,Medium,>50K,North_America
38,State-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Black,Female,Low,Low,Medium,<=50K,Central_America
28,Self-emp-not-inc,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,Low,Low,High,<=50K,North_America
51,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,High,Low,High,>50K,North_America
38,State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,Low,Low,High,<=50K,North_America
26,Private,11th,7,Divorced,Craft-repair,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
31,State-gov,Some-college,10,Divorced,Protective-serv,Not-in-family,White,Male,Low,Low,Medium,>50K,North_America
46,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,Low,Low,Low,<=50K,Central_America
49,Private,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Female,Low,Low,Medium,<=50K,North_America
19,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,Low,Low,Low,<=50K,North_America
45,Self-emp-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,Low,Low,High,<=50K,North_America
46,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,Medium,Low,Medium,>50K,North_America
70,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,Low,Low,Low,<=50K,North_America
46,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,High,<=50K,North_America
20,Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,Low,Low,Low,<=50K,North_America
17,Private,11th,7,Never-married,Other-service,Other-relative,White,Female,Low,Low,Low,<=50K,North_America
43,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,High,>50K,North_America
51,Private,HS-grad,9,Widowed,Prof-specialty,Unmarried,White,Female,Low,Low,Medium,<=50K,North_America
40,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,Medium,>50K,North_America
24,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,Low,Low,High,<=50K,North_America
31,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,Medium,<=50K,North_America
59,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,Medium,Low,High,>50K,North_America
27,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,Low,Low,Medium,<=50K,North_America
40,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,High,Low,High,>50K,North_America
28,Private,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Male,Low,Low,Low,<=50K,North_America
25,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,Low,Low,High,<=50K,North_America
22,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,Low,Low,Low,<=50K,North_America
21,State-gov,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,Low,Low,Medium,<=50K,North_America
35,Self-emp-inc,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,Low,Low,High,>50K,North_America
54,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,High,<=50K,North_America
29,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,Medium,<=50K,North_America
32,Federal-gov,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,Low,Low,Medium,<=50K,North_America
55,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
56,Federal-gov,Masters,14,Divorced,Adm-clerical,Unmarried,White,Female,Low,Low,Medium,<=50K,North_America
19,Private,Some-college,10,Never-married,Other-service,Own-child,Black,Male,Low,Low,Low,<=50K,North_America
36,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,Low,High,Medium,<=50K,North_America
58,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,Low,Low,Medium,>50K,North_America
44,Private,10th,6,Separated,Machine-op-inspct,Unmarried,Black,Female,Low,Low,Medium,<=50K,North_America
71,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,Low,Low,Low,<=50K,North_America
51,Federal-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,High,>50K,North_America
34,Private,Assoc-voc,11,Divorced,Tech-support,Unmarried,Black,Female,Low,Low,Medium,<=50K,North_America
28,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,Low,Low,Medium,>50K,North_America
23,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,Low,<=50K,Europe_West
36,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,High,<=50K,Central_America
42,Private,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,Low,Low,Low,>50K,North_America
31,Local-gov,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,Medium,Low,Medium,>50K,North_America
38,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Male,Low,Low,Medium,<=50K,Central_America
22,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,Low,Low,Medium,<=50K,North_America
36,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,Black,Female,Low,Low,High,<=50K,North_America
36,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,Low,Medium,High,>50K,North_America
17,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,Low,Medium,Low,<=50K,North_America
30,Federal-gov,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,Low,Low,Medium,<=50K,North_America
35,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,Low,<=50K,North_America
32,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,High,Low,Medium,>50K,North_America
42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,Medium,Low,Medium,>50K,North_America
54,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,Low,Low,Medium,>50K,North_America
36,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,Low,Medium,Low,>50K,North_America
58,Private,10th,6,Never-married,Other-service,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
39,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,Low,Low,Medium,<=50K,North_America
62,Local-gov,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,Low,Low,Low,<=50K,North_America
51,Private,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Male,Low,Low,Medium,<=50K,North_America
52,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,Low,Low,High,<=50K,North_America
25,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,Low,Low,Low,<=50K,North_America
26,Private,10th,6,Married-civ-spouse,Craft-repair,Own-child,Black,Male,Low,Low,Medium,<=50K,North_America
59,State-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Female,Low,Low,Medium,<=50K,North_America
21,Private,HS-grad,9,Never-married,Farming-fishing,Other-relative,White,Male,Low,Low,High,<=50K,North_America
45,Private,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,Low,Low,Low,>50K,North_America
26,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,Low,<=50K,North_America
68,Self-emp-not-inc,10th,6,Widowed,Farming-fishing,Unmarried,White,Male,Low,Low,Low,<=50K,North_America
60,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,Low,Low,Medium,>50K,North_America
65,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,Low,<=50K,North_America
41,Private,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,Low,Low,Medium,<=50K,North_America
34,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,Low,High,<=50K,North_America
40,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
57,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,High,>50K,North_America
37,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,High,<=50K,North_America
34,Private,10th,6,Divorced,Machine-op-inspct,Not-in-family,Black,Male,Low,Low,High,<=50K,North_America
57,Federal-gov,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,Low,Low,High,>50K,North_America
56,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,Low,Medium,>50K,North_America
32,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,Low,Low,High,<=50K,North_America
48,Private,Assoc-voc,11,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
41,Federal-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,High,>50K,Asia_Central
33,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,Low,Low,<=50K,North_America
47,Private,5th-6th,3,Married-spouse-absent,Machine-op-inspct,Other-relative,White,Male,Low,Low,Medium,<=50K,Central_America
46,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,High,Low,Medium,>50K,North_America
40,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,Low,Low,Low,<=50K,North_America
42,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Low,Low,Medium,<=50K,Central_America
31,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,Medium,Low,High,>50K,North_America
51,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Low,Low,Medium,<=50K,North_America
44,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,Low,Low,High,<=50K,North_America
37,Private,HS-grad,9,Separated,Tech-support,Unmarried,White,Female,Low,Low,Medium,<=50K,North_America
25,Private,11th,7,Never-married,Machine-op-inspct,Own-child,Black,Female,Low,Low,Medium,<=50K,North_America
63,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,Medium,Low,High,>50K,North_America
52,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
42,Local-gov,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
30,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,Medium,Low,Medium,>50K,North_America
34,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,High,<=50K,North_America
37,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,Low,Low,Medium,>50K,North_America
35,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,Low,Low,Low,<=50K,North_America
38,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
22,Private,Some-college,10,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Female,Low,Low,Medium,<=50K,Asia_East
36,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,Low,High,>50K,North_America
43,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,Low,Low,Low,<=50K,North_America
21,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,Low,<=50K,North_America
62,Federal-gov,Some-college,10,Widowed,Protective-serv,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
65,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,High,<=50K,North_America
41,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,Low,Low,High,<=50K,North_America
31,Private,9th,5,Never-married,Other-service,Unmarried,White,Female,Low,Low,Low,<=50K,North_America
56,Private,9th,5,Divorced,Sales,Unmarried,White,Female,Low,Low,Medium,<=50K,North_America
36,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,Low,Low,High,<=50K,North_America
48,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,Low,Low,Medium,>50K,Asia_Central
30,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,Low,Low,Low,<=50K,North_America
35,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,Low,Low,Medium,<=50K,North_America
37,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,Low,Low,<=50K,North_America
56,Private,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,Low,Low,High,<=50K,North_America
41,Private,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Male,Low,Low,Medium,<=50K,North_America
38,State-gov,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
34,Private,9th,5,Separated,Machine-op-inspct,Unmarried,White,Female,Low,Low,Low,<=50K,Central_America
54,State-gov,12th,8,Never-married,Other-service,Own-child,White,Male,Medium,Low,Medium,<=50K,North_America
42,Private,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
33,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,Low,Low,High,<=50K,North_America
21,Private,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Female,Low,Low,Low,<=50K,North_America
69,Local-gov,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,Low,Low,<=50K,North_America
32,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,Black,Female,Low,Low,High,<=50K,Central_America
45,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
31,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,Low,Low,<=50K,North_America
24,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,Low,Low,Medium,<=50K,North_America
28,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,Low,Low,High,>50K,North_America
21,Private,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,Low,Low,Low,<=50K,North_America
43,Self-emp-not-inc,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,Low,Low,Low,<=50K,North_America
22,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,Low,Low,Low,<=50K,North_America
62,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Medium,Medium,<=50K,North_America
21,Self-emp-not-inc,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,Low,Low,Low,<=50K,North_America
37,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,Low,Medium,<=50K,North_America
34,Private,Some-college,10,Divorced,Other-service,Unmarried,Black,Female,Low,Low,Medium,<=50K,North_America
74,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Medium,Low,>50K,North_America
43,Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,Black,Female,Low,Low,Low,<=50K,North_America
25,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
23,Private,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,Low,Low,Medium,<=50K,North_America
33,Private,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Black,Female,Low,Low,Medium,<=50K,North_America
51,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,Low,>50K,North_America
64,Private,Bachelors,13,Never-married,Sales,Unmarried,White,Female,Low,Low,Medium,<=50K,South_America
35,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,Low,Low,High,<=50K,North_America
69,Self-emp-not-inc,10th,6,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,High,>50K,North_America
66,Self-emp-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,Low,High,>50K,North_America
31,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,Low,Low,Medium,<=50K,Europe_West
22,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,Low,Low,Low,<=50K,North_America
32,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
23,Private,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,Low,Low,Medium,<=50K,North_America
36,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,Low,Low,Low,<=50K,Asia_East
62,Local-gov,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,Medium,<=50K,North_America
27,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Medium,Low,Medium,<=50K,North_America
38,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,High,High,>50K,North_America
30,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Low,Low,Low,<=50K,North_America
21,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,Low,Low,Medium,<=50K,North_America
59,Local-gov,Masters,14,Widowed,Prof-specialty,Unmarried,White,Female,Medium,Low,High,>50K,North_America
37,Self-emp-not-inc,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,Low,Low,Medium,<=50K,North_America
55,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,Medium,Low,High,>50K,North_America
55,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,Medium,>50K,North_America
72,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,Medium,Low,Low,<=50K,North_America
39,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
28,Private,12th,8,Divorced,Machine-op-inspct,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
38,Private,Bachelors,13,Divorced,Tech-support,Other-relative,White,Male,Low,Low,Medium,<=50K,North_America
44,Private,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,Low,Medium,High,<=50K,North_America
51,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,Low,Medium,Low,<=50K,North_America
25,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
52,Private,Some-college,10,Divorced,Sales,Other-relative,White,Female,Low,Low,Low,>50K,North_America
17,Private,11th,7,Never-married,Adm-clerical,Own-child,White,Female,Low,Low,Low,<=50K,North_America
64,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,Low,<=50K,North_America
34,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,Low,Medium,<=50K,North_America
74,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,Low,<=50K,North_America
58,Federal-gov,11th,7,Divorced,Craft-repair,Not-in-family,Black,Female,High,Low,Medium,>50K,North_America
44,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,Medium,>50K,North_America
23,State-gov,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,Low,<=50K,North_America
23,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,Low,Low,High,<=50K,North_America
27,Private,Assoc-voc,11,Never-married,Tech-support,Other-relative,White,Female,Low,Low,Low,<=50K,North_America
34,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,Medium,>50K,North_America
33,Private,11th,7,Never-married,Sales,Unmarried,Black,Female,Low,Low,Low,<=50K,North_America
50,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,High,<=50K,North_America
47,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,Low,Low,High,<=50K,North_America
50,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,High,Low,High,>50K,North_America
49,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,Low,Medium,High,>50K,North_America
34,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Low,Low,High,<=50K,North_America
51,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,Medium,Low,Medium,>50K,North_America
56,State-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,Medium,>50K,North_America
64,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,Low,Low,Low,<=50K,North_America
23,Private,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Female,Low,Low,High,<=50K,North_America
33,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,Low,Medium,<=50K,North_America
43,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,Medium,<=50K,North_America
60,Federal-gov,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,Medium,Low,Medium,>50K,North_America
57,State-gov,12th,8,Divorced,Other-service,Unmarried,White,Female,Low,Low,Medium,<=50K,North_America
22,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
23,Private,Bachelors,13,Never-married,Machine-op-inspct,Own-child,White,Male,Low,Low,Medium,<=50K,North_America
54,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,Low,High,High,>50K,North_America
39,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,Medium,Low,High,>50K,North_America
32,Self-emp-not-inc,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
20,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Male,Low,Low,Low,<=50K,North_America
30,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,Low,Low,High,<=50K,North_America
56,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,Low,Low,Medium,<=50K,North_America
32,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,Low,Low,Medium,<=50K,North_America
59,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,High,>50K,North_America
19,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,Low,Low,Low,<=50K,North_America
29,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Low,Low,Medium,<=50K,North_America
41,State-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,Low,Low,Low,<=50K,North_America
23,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Other-relative,Other,Female,Low,Low,Low,<=50K,Central_America
32,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,Low,Medium,High,>50K,North_America
18,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,Low,Low,Low,<=50K,North_America
38,Private,HS-grad,9,Separated,Transport-moving,Unmarried,Black,Female,Low,Low,Low,<=50K,North_America
29,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,Low,Low,High,<=50K,Europe_West
25,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,Low,Medium,<=50K,North_America
31,Private,Prof-school,15,Never-married,Tech-support,Not-in-family,White,Male,Low,Low,High,<=50K,North_America
